temperature,humidity,moisture,weight,vibration_sensor,accel_x,accel_y,accel_z,status
20.66731691,36.05471562,41.7876962,1129.048964,0.646585227,0.664605261,-0.541425375,11.2671015,Normal
24.70779683,41.41524109,18.6680892,635.1033354,0.401061462,1.727892303,0.510138439,9.483493174,Normal
25.58071282,52.7251799,32.59056625,754.9090906,0.855558833,3.401875562,-1.540350032,9.303343057,Crack Detected
35.5605031,32.6623291,17.011961,923.8438255,0.164764122,-1.508656444,-0.139466808,9.969876361,Normal
24.66882534,37.35111156,36.02588457,883.5395737,0.841622674,-2.281294186,-2.819337016,8.178789199,Crack Detected
31.41526581,35.57111426,29.05451364,1155.06797,0.607546398,0.548845847,0.895749685,10.34913371,Normal
29.87822704,57.63142301,34.45158761,1080.604976,0.402932855,-0.385691564,0.074123562,8.320967627,Normal
36.10410649,47.62276627,27.49618,991.9090468,0.565549567,1.635069583,-0.573451928,10.59962487,Normal
24.67158651,45.71571565,31.50337844,806.7659224,0.851587015,-0.2142892,-0.172779916,7.554820195,Crack Detected
26.19206067,49.21174121,20.83405928,1016.52809,0.549020325,1.499817931,0.298933298,10.1665833,Normal
25.47101393,43.4760154,48.56930297,827.4513361,0.961447747,0.707184164,0.619446234,11.88168408,Crack Detected
24.61311962,61.11145215,7.579946697,570.833599,0.845263589,-2.027353343,-2.257730766,9.985722586,Crack Detected
29.1368635,49.95737062,12.4499447,856.1362865,0.576735246,-1.503242528,-0.387414622,9.449593141,Normal
27.50064483,50.8519593,26.35135315,1297.803532,0.473775649,-0.173162638,-1.546753513,10.89687392,Normal
27.09973379,58.74739622,26.64998446,954.1693728,0.57817483,-0.164827026,0.858603568,9.940463925,Normal
34.44815398,52.02074506,42.45825435,842.7032391,0.532977992,-1.546960462,0.834341765,10.06195433,Normal
29.97022645,52.47333302,58.88890981,737.1892991,0.907325817,2.226179284,0.642858587,10.08112816,Crack Detected
23.85225203,45.08233387,24.6851649,922.6850247,0.374422228,-0.138452957,3.406534084,10.74547943,Normal
43.16191032,49.96519151,38.4918142,791.2473803,0.82605369,2.390180916,0.442853408,10.29942866,Crack Detected
30.89957185,44.4914253,27.995104,984.4967868,0.48657445,0.323592391,-2.349093681,8.434289707,Normal
31.21828612,36.00656952,14.58339123,617.3455781,0.625350687,-0.924294101,1.32722549,9.626347796,Normal
29.97022645,52.47333302,58.88890981,737.1892991,0.907325817,2.226179284,0.642858587,10.08112816,Crack Detected
33.29071518,44.15500784,4.982587284,827.7198307,0.844399821,-0.571178247,-0.041094753,11.80857272,Crack Detected
31.6125233,54.71080404,29.19681522,602.512939,0.979280238,-2.002486366,0.006536084,10.70543875,Crack Detected
29.11943783,50.26341289,-2.330440066,1170.911109,0.909144454,0.015787413,-0.649619065,8.674036513,Normal
25.1346553,50.97488939,48.80897696,864.2259569,0.831665109,0.762327777,-0.434816334,7.66992779,Crack Detected
32.11162399,41.47666322,33.67008052,1229.842028,0.380846827,-0.573813808,0.051053132,7.92856841,Normal
21.63553049,56.12884072,31.79088376,656.7393754,0.853067643,-1.677045479,0.611375293,6.401671469,Crack Detected
27.68419319,60.12942885,-2.215548589,579.5429262,0.495610718,-0.540473955,0.809039223,9.873822272,Normal
27.71157719,42.95148489,34.04676598,781.3420069,1.030001715,-0.052856322,2.463982795,10.32473638,Crack Detected
29.42763814,59.4916607,17.63898499,843.2029353,0.849417444,0.7951159,-0.815336968,12.204914,Crack Detected
29.55727893,53.19778041,49.57458661,1062.981728,0.592036596,0.156755293,0.532113513,10.87429442,Normal
33.9817001,73.91873389,7.575208536,724.4446415,0.96033899,0.977613596,0.084387125,12.35486247,Crack Detected
25.47101393,43.4760154,48.56930297,827.4513361,0.961447747,0.707184164,0.619446234,11.88168408,Crack Detected
43.16191032,49.96519151,38.4918142,791.2473803,0.82605369,2.390180916,0.442853408,10.29942866,Crack Detected
29.04879578,35.52603908,12.93251774,1150.127717,0.219188999,0.16819544,1.55337699,10.43219572,Normal
29.88565969,42.46292355,11.22715809,609.0154718,0.810074513,-1.038938432,-0.363265697,11.49905466,Normal
28.03330594,44.66456374,24.36423136,940.9567224,0.289053154,-0.830495731,-0.607785921,10.05278713,Normal
25.1346553,50.97488939,48.80897696,864.2259569,0.831665109,0.762327777,-0.434816334,7.66992779,Crack Detected
25.58071282,52.7251799,32.59056625,754.9090906,0.855558833,3.401875562,-1.540350032,9.303343057,Crack Detected
32.1480911,47.41235588,25.5610869,727.0529372,0.479950482,0.509760278,0.916698107,9.709198754,Normal
29.35482942,50.72375516,31.39964907,850.3203452,0.808296128,-0.025141308,1.276517463,7.181268522,Crack Detected
35.41572606,53.14289315,66.64803786,713.0274383,0.915464237,0.036386361,-0.451853382,7.65744573,Crack Detected
43.16191032,49.96519151,38.4918142,791.2473803,0.82605369,2.390180916,0.442853408,10.29942866,Crack Detected
20.16821705,46.29963387,31.25972366,711.7324812,0.849138944,-2.155974778,0.613862625,9.056895285,Crack Detected
25.00893871,37.70828966,5.81726474,1020.549922,0.304311229,-0.728772284,-0.488846005,9.612347452,Normal
28.25921302,50.80713727,24.95721295,793.229738,1.044092869,-0.818963217,-2.529981226,8.91828405,Crack Detected
36.39140474,54.34207178,45.27197226,777.3788525,0.649477465,-1.590169023,-0.029980154,11.58618845,Normal
32.29497001,34.90448378,42.88759141,1135.890534,0.754130767,-0.449204425,-0.281231464,9.800200029,Normal
28.86760554,54.30142974,24.3359257,608.4807412,0.184131914,-0.767043293,-0.501554002,9.37070848,Normal
31.11635418,38.77849439,30.87060453,813.9247242,0.864701222,0.263756406,-2.668557782,8.856434063,Crack Detected
34.86221999,50.47104698,25.98880791,695.2809104,0.527137661,0.647233362,-0.645295654,9.663795389,Normal
25.14864337,41.96658025,37.48924411,1035.203239,0.457058403,1.518425248,-1.131592889,9.981025906,Normal
22.27532039,43.08438597,36.65791846,1203.6149,0.493459438,0.61511634,-1.584050226,8.958253584,Normal
25.58071282,52.7251799,32.59056625,754.9090906,0.855558833,3.401875562,-1.540350032,9.303343057,Crack Detected
31.32808497,44.11638436,13.63892913,844.4374424,0.845440619,0.103905144,2.96485133,9.897271158,Crack Detected
29.66064309,51.33678838,30.82731836,799.1950773,0.827000347,-3.419595586,-0.904404416,11.43154422,Crack Detected
27.70117692,61.04175157,41.72775536,750.1010227,0.279743776,0.457669801,1.20651746,9.543029408,Normal
27.66130658,45.85436137,26.29325399,807.7689929,0.869157432,-0.823221963,0.530832124,10.22079526,Normal
29.42763814,59.4916607,17.63898499,843.2029353,0.849417444,0.7951159,-0.815336968,12.204914,Crack Detected
43.16191032,49.96519151,38.4918142,791.2473803,0.82605369,2.390180916,0.442853408,10.29942866,Crack Detected
35.41572606,53.14289315,66.64803786,713.0274383,0.915464237,0.036386361,-0.451853382,7.65744573,Crack Detected
34.35033865,50.32863374,46.13250032,733.3608862,0.553945905,1.348995653,-0.713949955,7.589922644,Normal
24.24001226,56.82652507,26.33550892,912.5230472,0.539839535,0.092072624,-1.182472018,11.06233403,Normal
30.93383382,48.18266462,12.57979694,1014.148444,0.340004986,1.282668262,0.121844841,10.05415734,Normal
33.9817001,73.91873389,7.575208536,724.4446415,0.96033899,0.977613596,0.084387125,12.35486247,Crack Detected
23.13767226,63.50993906,35.68988046,786.5489952,0.697661145,-1.183101327,0.904731202,9.779145903,Normal
29.51999669,50.33649959,18.24173697,862.8856363,1.079059938,0.950066673,-2.111181064,10.19895648,Crack Detected
31.32808497,44.11638436,13.63892913,844.4374424,0.845440619,0.103905144,2.96485133,9.897271158,Crack Detected
30.25443851,38.91235105,19.07011288,1059.593228,0.768603247,-0.820130458,0.368124004,7.790229032,Normal
29.97022645,52.47333302,58.88890981,737.1892991,0.907325817,2.226179284,0.642858587,10.08112816,Crack Detected
26.2639416,38.57057454,52.59443872,821.9607848,0.474905367,-0.458471114,-1.349039852,11.12088962,Normal
33.9817001,73.91873389,7.575208536,724.4446415,0.96033899,0.977613596,0.084387125,12.35486247,Crack Detected
28.63496626,46.12946974,21.88631833,840.2455085,0.833795328,-0.393026578,-1.270307895,7.633442519,Crack Detected
42.05838338,54.5517567,19.30622385,400.5853122,0.364121713,-1.066959393,-0.417884126,8.053801084,Normal
33.9817001,73.91873389,7.575208536,724.4446415,0.96033899,0.977613596,0.084387125,12.35486247,Crack Detected
31.58077979,65.86899657,25.14745996,947.8766689,0.486281702,1.455027608,-0.40548243,10.91982127,Normal
28.1224998,48.67574415,23.72282198,764.9112505,0.362679096,0.076635746,-0.691200121,9.026123015,Normal
31.32808497,44.11638436,13.63892913,844.4374424,0.845440619,0.103905144,2.96485133,9.897271158,Crack Detected
29.93876614,42.25197822,11.15596283,602.7308509,0.323012664,0.373344573,0.411560828,10.81089681,Normal
27.75545806,61.54234805,36.38796866,1392.164633,0.599485759,-0.743676288,0.101231505,10.38015615,Normal
24.83738048,55.46398952,17.4456594,1056.982879,0.403807317,-0.073605322,1.36826449,10.70266227,Normal
33.29071518,44.15500784,4.982587284,827.7198307,0.844399821,-0.571178247,-0.041094753,11.80857272,Crack Detected
22.60739005,41.7170624,17.79601118,828.7637281,0.136451759,-0.337489101,0.140254483,9.762279614,Normal
27.07772354,38.12869668,30.65381496,1040.483557,0.704006064,0.888278984,-0.253413809,7.72144067,Normal
22.94471584,50.17752546,41.26112689,1189.678563,0.469449984,0.512743984,-0.352378825,10.36949632,Normal
27.20539076,42.28730583,19.07673713,739.5325521,0.570654591,2.191933589,1.026688763,8.864943858,Normal
31.25100103,54.04941354,44.34744714,1087.281734,0.292938046,-0.293986321,-0.600049281,8.923918107,Normal
20.16821705,46.29963387,31.25972366,711.7324812,0.849138944,-2.155974778,0.613862625,9.056895285,Crack Detected
31.62041985,32.28103318,-1.068661012,846.4400767,1.023745764,-1.635561291,1.435120591,7.701923307,Crack Detected
26.16838738,61.34924282,63.16438817,861.1127608,0.578234919,0.050007276,1.427448384,10.14001453,Normal
28.17161459,58.93761797,53.02419411,1139.025714,0.77246499,-0.094817943,-0.288828295,11.76935693,Normal
31.62041985,32.28103318,-1.068661012,846.4400767,1.023745764,-1.635561291,1.435120591,7.701923307,Crack Detected
17.35219961,53.06696942,21.93335166,801.687288,0.302493415,-0.757631319,-0.864336379,7.162083944,Normal
25.1346553,50.97488939,48.80897696,864.2259569,0.831665109,0.762327777,-0.434816334,7.66992779,Crack Detected
24.39791041,67.33441339,41.47540793,1128.116371,0.626449776,0.256893829,0.066380165,10.53036947,Normal
33.29071518,44.15500784,4.982587284,827.7198307,0.844399821,-0.571178247,-0.041094753,11.80857272,Crack Detected
25.47965855,41.74230905,27.25448273,1154.480028,0.120255655,-1.493134448,0.123279068,8.35903726,Normal
34.22636649,41.18858691,44.17048308,815.1444993,0.502755846,1.937021313,1.12661064,9.569578896,Normal
25.58071282,52.7251799,32.59056625,754.9090906,0.855558833,3.401875562,-1.540350032,9.303343057,Crack Detected
24.61311962,61.11145215,7.579946697,570.833599,0.845263589,-2.027353343,-2.257730766,9.985722586,Crack Detected
29.66064309,51.33678838,30.82731836,799.1950773,0.827000347,-3.419595586,-0.904404416,11.43154422,Crack Detected
35.41572606,53.14289315,66.64803786,713.0274383,0.915464237,0.036386361,-0.451853382,7.65744573,Crack Detected
29.97022645,52.47333302,58.88890981,737.1892991,0.907325817,2.226179284,0.642858587,10.08112816,Crack Detected
33.29071518,44.15500784,4.982587284,827.7198307,0.844399821,-0.571178247,-0.041094753,11.80857272,Crack Detected
31.44584322,62.70088025,48.37472112,859.6203789,0.825557464,0.819428281,-0.136271011,7.363690257,Crack Detected
21.63553049,56.12884072,31.79088376,656.7393754,0.853067643,-1.677045479,0.611375293,6.401671469,Crack Detected
28.93005578,44.05502278,27.07227491,1331.718403,0.187948774,1.846244524,-0.971069083,10.34160873,Normal
35.41572606,53.14289315,66.64803786,713.0274383,0.915464237,0.036386361,-0.451853382,7.65744573,Crack Detected
21.63553049,56.12884072,31.79088376,656.7393754,0.853067643,-1.677045479,0.611375293,6.401671469,Crack Detected
27.71157719,42.95148489,34.04676598,781.3420069,1.030001715,-0.052856322,2.463982795,10.32473638,Crack Detected
31.94409455,39.68173449,39.82219807,626.2204058,0.400288521,-0.820829169,-0.280531836,9.812426053,Normal
20.16821705,46.29963387,31.25972366,711.7324812,0.849138944,-2.155974778,0.613862625,9.056895285,Crack Detected
36.70225223,56.79381373,37.92391141,941.2370668,0.647988543,0.976074806,-1.391340384,10.41973296,Normal
25.58071282,52.7251799,32.59056625,754.9090906,0.855558833,3.401875562,-1.540350032,9.303343057,Crack Detected
28.63496626,46.12946974,21.88631833,840.2455085,0.833795328,-0.393026578,-1.270307895,7.633442519,Crack Detected
31.15921046,27.74064582,46.75024249,954.0971626,0.73622377,-0.152019807,0.347709232,9.61127278,Normal
30.14159188,50.43710397,20.03830928,859.8777683,0.958503315,0.873015775,2.180909799,9.442693951,Crack Detected
33.15612178,38.4497016,42.69107445,1112.428053,-0.040236653,0.29004916,1.322085543,10.40451336,Normal
24.51889838,51.71039493,23.51575006,1079.959348,0.474671089,1.524020884,0.913104487,9.983400164,Normal
30.14159188,50.43710397,20.03830928,859.8777683,0.958503315,0.873015775,2.180909799,9.442693951,Crack Detected
35.41572606,53.14289315,66.64803786,713.0274383,0.915464237,0.036386361,-0.451853382,7.65744573,Crack Detected
30.10060565,58.30117664,22.55889646,526.5934632,0.620226227,0.865663106,0.887569833,9.513721283,Normal
30.14159188,50.43710397,20.03830928,859.8777683,0.958503315,0.873015775,2.180909799,9.442693951,Crack Detected
27.4469575,64.90143596,11.67636764,1058.462636,0.290408592,-1.670452308,0.952455909,7.526248032,Normal
24.7315879,46.60016278,57.50737093,1123.43091,0.441191443,-1.193106582,0.275059737,10.19320213,Normal
31.6125233,54.71080404,29.19681522,602.512939,0.979280238,-2.002486366,0.006536084,10.70543875,Crack Detected
43.16191032,49.96519151,38.4918142,791.2473803,0.82605369,2.390180916,0.442853408,10.29942866,Crack Detected
29.97022645,52.47333302,58.88890981,737.1892991,0.907325817,2.226179284,0.642858587,10.08112816,Crack Detected
25.14468985,49.94412866,51.41655277,1333.103794,0.485552007,-1.134061688,-1.959066551,9.34747486,Normal
24.66983914,40.3435036,15.29686107,1100.039724,0.377753184,0.527472696,0.014080821,9.080819402,Normal
25.66038769,29.90266633,16.72548559,953.4829179,0.383904424,-0.645464174,-0.471934844,10.11038586,Normal
29.3508965,22.32674577,14.35083609,1035.688363,0.225386033,-0.220231278,-0.545192748,8.451419365,Normal
31.12880762,50.39906695,12.85549202,908.3043078,0.336769839,-0.756401492,-0.853569907,9.544293632,Normal
35.41572606,53.14289315,66.64803786,713.0274383,0.915464237,0.036386361,-0.451853382,7.65744573,Crack Detected
23.80446462,40.88406623,32.30131793,1263.524466,0.754249751,0.570267266,0.268558732,10.07555052,Normal
35.76324052,61.9036142,38.23467696,908.5308554,0.436254515,1.436755686,-1.162750596,11.28996661,Normal
35.78290826,50.20692583,22.06988109,1062.023368,0.330158397,-0.20115775,0.149549739,9.583353018,Normal
29.51999669,50.33649959,18.24173697,862.8856363,1.079059938,0.950066673,-2.111181064,10.19895648,Crack Detected
25.50792664,25.08838592,28.73805625,900.4606387,0.631201171,0.187024821,0.663399107,10.43672878,Normal
31.65823834,47.55600164,21.07420941,776.1676466,0.874999289,-0.972184828,-2.289263401,9.0377869,Crack Detected
31.11635418,38.77849439,30.87060453,813.9247242,0.864701222,0.263756406,-2.668557782,8.856434063,Crack Detected
24.39432994,48.11408149,24.04052383,934.9081594,0.297203085,0.467691051,0.737088564,10.26061969,Normal
33.29071518,44.15500784,4.982587284,827.7198307,0.844399821,-0.571178247,-0.041094753,11.80857272,Crack Detected
